image_path,label,dataset,manipulation_type,video_id
CelebDF/train/fake/id17_id26_0005_0.jpg,1,CelebDF,fake,id17_id26_0005
CelebDF/train/fake/id17_id26_0005_1.jpg,1,CelebDF,fake,id17_id26_0005
CelebDF/train/fake/id17_id26_0005_2.jpg,1,CelebDF,fake,id17_id26_0005
CelebDF/train/fake/id17_id26_0005_3.jpg,1,CelebDF,fake,id17_id26_0005
CelebDF/train/fake/id17_id26_0005_4.jpg,1,CelebDF,fake,id17_id26_0005
CelebDF/train/fake/id17_id26_0005_5.jpg,1,CelebDF,fake,id17_id26_0005
CelebDF/train/fake/id17_id26_0005_6.jpg,1,CelebDF,fake,id17_id26_0005
CelebDF/train/fake/id17_id26_0005_7.jpg,1,CelebDF,fake,id17_id26_0005
CelebDF/train/fake/id6_id37_0007_0.jpg,1,CelebDF,fake,id6_id37_0007
CelebDF/train/fake/id6_id37_0007_1.jpg,1,CelebDF,fake,id6_id37_0007
CelebDF/train/fake/id6_id37_0007_2.jpg,1,CelebDF,fake,id6_id37_0007
CelebDF/train/fake/id6_id37_0007_3.jpg,1,CelebDF,fake,id6_id37_0007
CelebDF/train/fake/id6_id37_0007_4.jpg,1,CelebDF,fake,id6_id37_0007
CelebDF/train/fake/id6_id37_0007_5.jpg,1,CelebDF,fake,id6_id37_0007
CelebDF/train/fake/id6_id37_0007_6.jpg,1,CelebDF,fake,id6_id37_0007
CelebDF/train/fake/id6_id37_0007_7.jpg,1,CelebDF,fake,id6_id37_0007
CelebDF/train/fake/id57_id54_0000_0.jpg,1,CelebDF,fake,id57_id54_0000
CelebDF/train/fake/id57_id54_0000_1.jpg,1,CelebDF,fake,id57_id54_0000
CelebDF/train/fake/id57_id54_0000_2.jpg,1,CelebDF,fake,id57_id54_0000
CelebDF/train/fake/id57_id54_0000_3.jpg,1,CelebDF,fake,id57_id54_0000
CelebDF/train/fake/id57_id54_0000_4.jpg,1,CelebDF,fake,id57_id54_0000
CelebDF/train/fake/id57_id54_0000_5.jpg,1,CelebDF,fake,id57_id54_0000
CelebDF/train/fake/id57_id54_0000_6.jpg,1,CelebDF,fake,id57_id54_0000
CelebDF/train/fake/id57_id54_0000_7.jpg,1,CelebDF,fake,id57_id54_0000
CelebDF/train/fake/id23_id1_0002_0.jpg,1,CelebDF,fake,id23_id1_0002
CelebDF/train/fake/id23_id1_0002_1.jpg,1,CelebDF,fake,id23_id1_0002
CelebDF/train/fake/id23_id1_0002_2.jpg,1,CelebDF,fake,id23_id1_0002
CelebDF/train/fake/id23_id1_0002_3.jpg,1,CelebDF,fake,id23_id1_0002
CelebDF/train/fake/id23_id1_0002_4.jpg,1,CelebDF,fake,id23_id1_0002
CelebDF/train/fake/id23_id1_0002_5.jpg,1,CelebDF,fake,id23_id1_0002
CelebDF/train/fake/id23_id1_0002_6.jpg,1,CelebDF,fake,id23_id1_0002
CelebDF/train/fake/id23_id1_0002_7.jpg,1,CelebDF,fake,id23_id1_0002
CelebDF/train/fake/id17_id21_0005_0.jpg,1,CelebDF,fake,id17_id21_0005
CelebDF/train/fake/id17_id21_0005_1.jpg,1,CelebDF,fake,id17_id21_0005
CelebDF/train/fake/id17_id21_0005_2.jpg,1,CelebDF,fake,id17_id21_0005
CelebDF/train/fake/id17_id21_0005_3.jpg,1,CelebDF,fake,id17_id21_0005
CelebDF/train/fake/id17_id21_0005_4.jpg,1,CelebDF,fake,id17_id21_0005
CelebDF/train/fake/id17_id21_0005_5.jpg,1,CelebDF,fake,id17_id21_0005
CelebDF/train/fake/id17_id21_0005_6.jpg,1,CelebDF,fake,id17_id21_0005
CelebDF/train/fake/id17_id21_0005_7.jpg,1,CelebDF,fake,id17_id21_0005
CelebDF/train/fake/id21_id3_0005_0.jpg,1,CelebDF,fake,id21_id3_0005
CelebDF/train/fake/id21_id3_0005_1.jpg,1,CelebDF,fake,id21_id3_0005
CelebDF/train/fake/id21_id3_0005_2.jpg,1,CelebDF,fake,id21_id3_0005
CelebDF/train/fake/id21_id3_0005_3.jpg,1,CelebDF,fake,id21_id3_0005
CelebDF/train/fake/id21_id3_0005_4.jpg,1,CelebDF,fake,id21_id3_0005
CelebDF/train/fake/id21_id3_0005_5.jpg,1,CelebDF,fake,id21_id3_0005
CelebDF/train/fake/id21_id3_0005_6.jpg,1,CelebDF,fake,id21_id3_0005
CelebDF/train/fake/id21_id3_0005_7.jpg,1,CelebDF,fake,id21_id3_0005
CelebDF/train/real/00195_0.jpg,0,CelebDF,real,00195
CelebDF/train/real/00195_1.jpg,0,CelebDF,real,00195
CelebDF/train/real/00195_2.jpg,0,CelebDF,real,00195
CelebDF/train/real/00195_3.jpg,0,CelebDF,real,00195
CelebDF/train/real/00195_4.jpg,0,CelebDF,real,00195
CelebDF/train/real/00195_5.jpg,0,CelebDF,real,00195
CelebDF/train/real/00195_6.jpg,0,CelebDF,real,00195
CelebDF/train/real/00195_7.jpg,0,CelebDF,real,00195
CelebDF/train/fake/id30_id4_0005_0.jpg,1,CelebDF,fake,id30_id4_0005
CelebDF/train/fake/id30_id4_0005_1.jpg,1,CelebDF,fake,id30_id4_0005
CelebDF/train/fake/id30_id4_0005_2.jpg,1,CelebDF,fake,id30_id4_0005
CelebDF/train/fake/id30_id4_0005_3.jpg,1,CelebDF,fake,id30_id4_0005
CelebDF/train/fake/id30_id4_0005_4.jpg,1,CelebDF,fake,id30_id4_0005
CelebDF/train/fake/id30_id4_0005_5.jpg,1,CelebDF,fake,id30_id4_0005
CelebDF/train/fake/id30_id4_0005_6.jpg,1,CelebDF,fake,id30_id4_0005
CelebDF/train/fake/id30_id4_0005_7.jpg,1,CelebDF,fake,id30_id4_0005
CelebDF/train/fake/id40_id42_0001_0.jpg,1,CelebDF,fake,id40_id42_0001
CelebDF/train/fake/id40_id42_0001_1.jpg,1,CelebDF,fake,id40_id42_0001
CelebDF/train/fake/id40_id42_0001_2.jpg,1,CelebDF,fake,id40_id42_0001
CelebDF/train/fake/id40_id42_0001_3.jpg,1,CelebDF,fake,id40_id42_0001
CelebDF/train/fake/id40_id42_0001_4.jpg,1,CelebDF,fake,id40_id42_0001
CelebDF/train/fake/id40_id42_0001_5.jpg,1,CelebDF,fake,id40_id42_0001
CelebDF/train/fake/id40_id42_0001_6.jpg,1,CelebDF,fake,id40_id42_0001
